,name,BTC+ETH_pairs,Top_crypto_markets,Top_fiat_pairs,Top_fiat_markets,BTC_pairs,ETH_pairs,USD_pairs,USDT_pairs,CK.USDT_pairs,EUR_pairs,CNY_pairs,JPY_pairs,KRW_pairs
0,Bitcoin,0.0,,82.68,"BitForex BTC/USDT Vol: $4,087,939,188 - 34.52%  ||  BitMEX BTC/USD Vol: $3,259,907,364 - 27.53%  ||  Binance BTC/USDT Vol: $238,363,567 - 2.01%  ||  Quoine BTC/JPY Vol: $193,096,183 - 1.63%  ||  OKEx BTC/USDT Vol: $186,300,499 - 1.57%  ||  CoinBene BTC/USDT Vol: $163,312,716 - 1.38%  ||  CoinEx BTC/USDT Vol: $145,649,405 - 1.23%  ||  Bitfinex BTC/USD Vol: $130,142,935 - 1.1%  ||  Huobi BTC/USDT Vol: $106,393,608 - 0.9%  ||  Coinsuper BTC/USD Vol: $75,851,590 - 0.64%  ||  ",0.0,0.0,31.900000000000006,44.78,0.31,0.6000000000000001,0.68,3.9599999999999995,0.44999999999999996
1,Litecoin,47.370000000000005,"OKEx LTC/BTC Vol: $40,875,991 - 10.48%  ||  DOBI trade LTC/BTC Vol: $22,203,185 - 5.69%  ||  RightBTC LTC/BTC Vol: $16,140,529 - 4.14%  ||  Coinsuper LTC/BTC Vol: $14,944,073 - 3.83%  ||  BCEX LTC/BTC Vol: $14,780,976 - 3.79%  ||  YoBit LTC/BTC Vol: $10,171,002 - 2.61%  ||  Binance LTC/BTC Vol: $10,155,684 - 2.6%  ||  Bit-Z LTC/BTC Vol: $7,807,453 - 2.0%  ||  Huobi LTC/BTC Vol: $5,940,723 - 1.52%  ||  TOPBTC LTC/BTC Vol: $4,706,620 - 1.21%  ||  ",49.90000000000003,"CoinBene LTC/USDT Vol: $90,121,938 - 23.1%  ||  OKEx LTC/USDT Vol: $27,638,530 - 7.08%  ||  Binance LTC/USDT Vol: $10,191,285 - 2.61%  ||  Huobi LTC/USDT Vol: $7,967,369 - 2.04%  ||  HitBTC LTC/USDT Vol: $6,651,785 - 1.7%  ||  TOPBTC LTC/CNY Vol: $6,227,863 - 1.6%  ||  Coinbase Pro LTC/USD Vol: $5,985,178 - 1.53%  ||  BCEX LTC/CKUSD Vol: $5,367,064 - 1.38%  ||  CoinsBank LTC/USD Vol: $4,574,639 - 1.17%  ||  BitForex LTC/USDT Vol: $4,022,096 - 1.03%  ||  ",46.31000000000001,1.06,5.459999999999999,39.97000000000002,1.38,1.1800000000000002,1.7200000000000002,0.0,0.19
2,Namecoin,71.64000000000001,"Trade By Trade NMC/BTC Vol: $41,494 - 36.95%  ||  WEX NMC/BTC Vol: $15,740 - 14.02%  ||  Poloniex NMC/BTC Vol: $15,033 - 13.39%  ||  Livecoin NMC/BTC Vol: $7,628 - 6.79%  ||  Cryptopia NMC/BTC Vol: $278 - 0.25%  ||  Bleutrade NMC/BTC Vol: $158 - 0.14%  ||  YoBit NMC/BTC Vol: $107 - 0.09%  ||  BX Thailand NMC/BTC Vol: $9 - 0.01%  ||  SouthXchange NMC/BTC Vol: $0 - 0.0%  ||  Tux Exchange NMC/BTC Vol: $0 - 0.0%  ||  ",28.16,"WEX NMC/USD Vol: $31,623 - 28.16%  ||  Trade By Trade NMC/USDT Vol: $0 - 0.0%  ||  ",71.64000000000001,0.0,28.16,0.0,0.0,0.0,0.0,0.0,0.0
3,Terracoin,99.79,"C-CEX TRC/BTC Vol: $4,125 - 60.72%  ||  Cryptopia TRC/BTC Vol: $2,612 - 38.46%  ||  CoinExchange TRC/BTC Vol: $23 - 0.34%  ||  Trade Satoshi TRC/BTC Vol: $19 - 0.27%  ||  ",0.0,C-CEX TRC/USD Vol: $0 - 0.0%  ||  Trade Satoshi TRC/USDT Vol: $0 - 0.0%  ||  ,99.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Peercoin,59.22999999999998,"Bittrex PPC/BTC Vol: $172,275 - 18.2%  ||  HitBTC PPC/BTC Vol: $155,481 - 16.43%  ||  Poloniex PPC/BTC Vol: $58,329 - 6.16%  ||  WEX PPC/BTC Vol: $55,143 - 5.83%  ||  Trade By Trade PPC/BTC Vol: $47,764 - 5.05%  ||  Livecoin PPC/BTC Vol: $35,090 - 3.71%  ||  Cryptopia PPC/BTC Vol: $31,200 - 3.3%  ||  The Rock Trading PPC/BTC Vol: $4,810 - 0.51%  ||  YoBit PPC/BTC Vol: $329 - 0.03%  ||  BX Thailand PPC/BTC Vol: $120 - 0.01%  ||  ",40.769999999999996,"HitBTC PPC/USDT Vol: $195,303 - 20.63%  ||  WEX PPC/USD Vol: $189,064 - 19.98%  ||  The Rock Trading PPC/EUR Vol: $1,155 - 0.12%  ||  LiteBit.eu PPC/EUR Vol: $422 - 0.04%  ||  Trade By Trade PPC/USDT Vol: $1 - 0.0%  ||  ",59.22999999999998,0.0,19.98,20.63,0.0,0.16,0.0,0.0,0.0
5,Novacoin,44.76,"WEX NVC/BTC Vol: $10,153 - 34.87%  ||  Livecoin NVC/BTC Vol: $2,146 - 7.37%  ||  Cryptopia NVC/BTC Vol: $680 - 2.34%  ||  YoBit NVC/BTC Vol: $54 - 0.18%  ||  ",55.230000000000004,"WEX NVC/USD Vol: $15,844 - 54.42%  ||  Livecoin NVC/USD Vol: $237 - 0.81%  ||  ",44.76,0.0,55.230000000000004,0.0,0.0,0.0,0.0,0.0,0.0
6,Feathercoin,37.03,"Bittrex FTC/BTC Vol: $11,336 - 20.18%  ||  Upbit FTC/BTC Vol: $6,636 - 11.81%  ||  Cryptopia FTC/BTC Vol: $2,442 - 4.35%  ||  BX Thailand FTC/BTC Vol: $386 - 0.69%  ||  CoinExchange FTC/BTC Vol: $1 - 0.0%  ||  ",62.980000000000004,"QBTC FTC/CNY Vol: $35,072 - 62.42%  ||  LiteBit.eu FTC/EUR Vol: $314 - 0.56%  ||  Bittylicious FTC/EUR Vol: $0 - 0.0%  ||  ",37.03,0.0,0.0,0.0,0.0,0.56,62.42,0.0,0.0
7,Mincoin,100.0,Trade Satoshi MNC/BTC Vol: $15 - 100.0%  ||  ,0.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Freicoin,100.0,FreiExchange FRC/BTC Vol: $133 - 100.0%  ||  ,0.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Ixcoin,99.99999999999999,"BiteBTC IXC/BTC Vol: $1,105 - 80.21%  ||  Cryptopia IXC/BTC Vol: $266 - 19.33%  ||  CoinExchange IXC/BTC Vol: $6 - 0.46%  ||  YoBit IXC/BTC Vol: $0 - 0.0%  ||  ",0.0,,99.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,BitBar,100.0,Cryptopia BTB/BTC Vol: $67 - 100.0%  ||  ,0.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,WorldCoin,100.0,Cryptopia WDC/BTC Vol: $394 - 100.0%  ||  ,0.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Digitalcoin,100.0,Cryptopia DGC/BTC Vol: $296 - 78.32%  ||  CoinExchange DGC/BTC Vol: $82 - 21.68%  ||  ,0.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,GoldCoin,100.00999999999999,"Bittrex GLD/BTC Vol: $9,861 - 86.88%  ||  Cryptopia GLD/BTC Vol: $1,103 - 9.72%  ||  Trade Satoshi GLD/BTC Vol: $387 - 3.41%  ||  ",0.0,,100.00999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Argentum,100.0,Cryptopia ARG/BTC Vol: $271 - 97.36%  ||  CoinExchange ARG/BTC Vol: $7 - 2.64%  ||  ,0.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Fastcoin,100.0,Cryptopia FST/BTC Vol: $37 - 100.0%  ||  ,0.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Bitgem,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Phoenixcoin,100.0,Cryptopia PXC/BTC Vol: $205 - 100.0%  ||  ,0.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Megacoin,0.0,Cryptopia MEC/BTC Vol: $0 - 0.0%  ||  CoinExchange MEC/BTC Vol: $0 - 0.0%  ||  ,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Infinitecoin,78.24,"CoinEgg IFC/BTC Vol: $42,433 - 78.24%  ||  ",21.76,"QBTC IFC/USDT Vol: $11,803 - 21.76%  ||  ",78.24,0.0,0.0,21.76,0.0,0.0,0.0,0.0,0.0
